"Notes"	"State"	"State Code"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Texas"	"48"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1662	18507927	8.98
	"Texas"	"48"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1386	18779288	7.38
	"Texas"	"48"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5957	18779288	31.72
	"Texas"	"48"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1442	18779288	7.68
	"Texas"	"48"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	494	18779288	2.63
	"Texas"	"48"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1755	18779288	9.35
	"Texas"	"48"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1493	19212957	7.77
	"Texas"	"48"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6033	19212957	31.40
	"Texas"	"48"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1407	19212957	7.32
	"Texas"	"48"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	463	19212957	2.41
	"Texas"	"48"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1876	19212957	9.76
	"Texas"	"48"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1650	19556857	8.44
	"Texas"	"48"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5913	19556857	30.23
	"Texas"	"48"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1474	19556857	7.54
	"Texas"	"48"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	482	19556857	2.46
	"Texas"	"48"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1959	19556857	10.02
	"Texas"	"48"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1675	19860971	8.43
	"Texas"	"48"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5755	19860971	28.98
	"Texas"	"48"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1568	19860971	7.89
	"Texas"	"48"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	552	19860971	2.78
	"Texas"	"48"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2032	19860971	10.23
	"Texas"	"48"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1595	20184838	7.90
	"Texas"	"48"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5820	20184838	28.83
	"Texas"	"48"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1556	20184838	7.71
	"Texas"	"48"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	531	20184838	2.63
	"Texas"	"48"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	1935	20184838	9.59
	"Texas"	"48"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1723	20520309	8.40
	"Texas"	"48"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5937	20520309	28.93
	"Texas"	"48"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1574	20520309	7.67
	"Texas"	"48"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	577	20520309	2.81
	"Texas"	"48"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2080	20520309	10.14
	"Texas"	"48"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1651	21029929	7.85
	"Texas"	"48"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5972	21029929	28.40
	"Texas"	"48"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1696	21029929	8.06
	"Texas"	"48"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	512	21029929	2.43
	"Texas"	"48"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2030	21029929	9.65
	"Texas"	"48"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1677	21443886	7.82
	"Texas"	"48"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6025	21443886	28.10
	"Texas"	"48"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1709	21443886	7.97
	"Texas"	"48"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	555	21443886	2.59
	"Texas"	"48"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2113	21443886	9.85
	"Texas"	"48"	"2008"	"2008"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1625	21845051	7.44
	"Texas"	"48"	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5916	21845051	27.08
	"Texas"	"48"	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1649	21845051	7.55
	"Texas"	"48"	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	621	21845051	2.84
	"Texas"	"48"	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2178	21845051	9.97
	"Texas"	"48"	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1626	22259016	7.30
	"Texas"	"48"	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5932	22259016	26.65
	"Texas"	"48"	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1705	22259016	7.66
	"Texas"	"48"	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	875	22259016	3.93
	"Texas"	"48"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2429	22259016	10.91
	"Texas"	"48"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1645	22543675	7.30
	"Texas"	"48"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	5919	22543675	26.26
	"Texas"	"48"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1736	22543675	7.70
	"Texas"	"48"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	587	22543675	2.60
	"Texas"	"48"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2474	22543675	10.97
	"Texas"	"48"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1736	22968652	7.56
	"Texas"	"48"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6044	22968652	26.31
	"Texas"	"48"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1771	22968652	7.71
	"Texas"	"48"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	582	22968652	2.53
	"Texas"	"48"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2480	22968652	10.80
	"Texas"	"48"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1650	23219908	7.11
	"Texas"	"48"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6002	23219908	25.85
	"Texas"	"48"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1804	23219908	7.77
	"Texas"	"48"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	539	23219908	2.32
	"Texas"	"48"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2563	23219908	11.04
	"Texas"	"48"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1796	23482026	7.65
	"Texas"	"48"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6061	23482026	25.81
	"Texas"	"48"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1837	23482026	7.82
	"Texas"	"48"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	731	23482026	3.11
	"Texas"	"48"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2583	23482026	11.00
	"Texas"	"48"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1807	23857877	7.57
	"Texas"	"48"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6177	23857877	25.89
	"Texas"	"48"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1784	23857877	7.48
	"Texas"	"48"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	900	23857877	3.77
	"Texas"	"48"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2738	23857877	11.48
	"Texas"	"48"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1875	24243946	7.73
	"Texas"	"48"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6312	24243946	26.04
	"Texas"	"48"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1902	24243946	7.85
	"Texas"	"48"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	638	24243946	2.63
	"Texas"	"48"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2903	24243946	11.97
	"Texas"	"48"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1828	24509356	7.46
	"Texas"	"48"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	6323	24509356	25.80
	"Texas"	"48"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1906	24509356	7.78
	"Texas"	"48"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	600	24509356	2.45
	"Texas"	"48"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	2962	24509356	12.09
	"Utah"	"49"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	102	2015839	5.06
	"Utah"	"49"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	255	2015839	12.65
	"Utah"	"49"	"1999"	"1999"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	77	2015839	3.82
	"Utah"	"49"	"1999"	"1999"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	39	2015839	1.93
	"Utah"	"49"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	249	2015839	12.35
	"Utah"	"49"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	108	2042947	5.29
	"Utah"	"49"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	290	2042947	14.20
	"Utah"	"49"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	88	2042947	4.31
	"Utah"	"49"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	40	2042947	1.96
	"Utah"	"49"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	263	2042947	12.87
	"Utah"	"49"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	125	2089348	5.98
	"Utah"	"49"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	303	2089348	14.50
	"Utah"	"49"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	80	2089348	3.83
	"Utah"	"49"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	38	2089348	1.82
	"Utah"	"49"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	288	2089348	13.78
	"Utah"	"49"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	123	2126875	5.78
	"Utah"	"49"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	268	2126875	12.60
	"Utah"	"49"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	80	2126875	3.76
	"Utah"	"49"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	39	2126875	1.83
	"Utah"	"49"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	304	2126875	14.29
	"Utah"	"49"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	121	2158574	5.61
	"Utah"	"49"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	287	2158574	13.30
	"Utah"	"49"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	89	2158574	4.12
	"Utah"	"49"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	57	2158574	2.64
	"Utah"	"49"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	294	2158574	13.62
	"Utah"	"49"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	117	2195724	5.33
	"Utah"	"49"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	296	2195724	13.48
	"Utah"	"49"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	87	2195724	3.96
	"Utah"	"49"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	55	2195724	2.50
	"Utah"	"49"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	340	2195724	15.48
	"Utah"	"49"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	120	2244947	5.35
	"Utah"	"49"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	306	2244947	13.63
	"Utah"	"49"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	93	2244947	4.14
	"Utah"	"49"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	51	2244947	2.27
	"Utah"	"49"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	316	2244947	14.08
	"Utah"	"49"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	133	2304641	5.77
	"Utah"	"49"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	292	2304641	12.67
	"Utah"	"49"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	73	2304641	3.17
	"Utah"	"49"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	50	2304641	2.17
	"Utah"	"49"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	319	2304641	13.84
	"Utah"	"49"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	145	2370856	6.12
	"Utah"	"49"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	324	2370856	13.67
	"Utah"	"49"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	96	2370856	4.05
	"Utah"	"49"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	45	2370856	1.90
	"Utah"	"49"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	343	2370856	14.47
	"Utah"	"49"	"2008"	"2008"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	128	2427838	5.27
	"Utah"	"49"	"2008"	"2008"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	303	2427838	12.48
	"Utah"	"49"	"2008"	"2008"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	95	2427838	3.91
	"Utah"	"49"	"2008"	"2008"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	55	2427838	2.27
	"Utah"	"49"	"2008"	"2008"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	358	2427838	14.75
	"Utah"	"49"	"2009"	"2009"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	146	2480027	5.89
	"Utah"	"49"	"2009"	"2009"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	298	2480027	12.02
	"Utah"	"49"	"2009"	"2009"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	115	2480027	4.64
	"Utah"	"49"	"2009"	"2009"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	87	2480027	3.51
	"Utah"	"49"	"2009"	"2009"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	417	2480027	16.81
	"Utah"	"49"	"2010"	"2010"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	134	2514423	5.33
	"Utah"	"49"	"2010"	"2010"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	277	2514423	11.02
	"Utah"	"49"	"2010"	"2010"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	95	2514423	3.78
	"Utah"	"49"	"2010"	"2010"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	67	2514423	2.66
	"Utah"	"49"	"2010"	"2010"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	423	2514423	16.82
	"Utah"	"49"	"2011"	"2011"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	154	2558001	6.02
	"Utah"	"49"	"2011"	"2011"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	322	2558001	12.59
	"Utah"	"49"	"2011"	"2011"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	91	2558001	3.56
	"Utah"	"49"	"2011"	"2011"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	50	2558001	1.95
	"Utah"	"49"	"2011"	"2011"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	447	2558001	17.47
	"Utah"	"49"	"2012"	"2012"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	142	2583868	5.50
	"Utah"	"49"	"2012"	"2012"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	306	2583868	11.84
	"Utah"	"49"	"2012"	"2012"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	111	2583868	4.30
	"Utah"	"49"	"2012"	"2012"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	54	2583868	2.09
	"Utah"	"49"	"2012"	"2012"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	494	2583868	19.12
	"Utah"	"49"	"2013"	"2013"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	153	2617237	5.85
	"Utah"	"49"	"2013"	"2013"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	292	2617237	11.16
	"Utah"	"49"	"2013"	"2013"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	80	2617237	3.06
	"Utah"	"49"	"2013"	"2013"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	74	2617237	2.83
	"Utah"	"49"	"2013"	"2013"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	515	2617237	19.68
	"Utah"	"49"	"2014"	"2014"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	174	2647642	6.57
	"Utah"	"49"	"2014"	"2014"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	311	2647642	11.75
	"Utah"	"49"	"2014"	"2014"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	116	2647642	4.38
	"Utah"	"49"	"2014"	"2014"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	60	2647642	2.27
	"Utah"	"49"	"2014"	"2014"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	488	2647642	18.43
	"Utah"	"49"	"2015"	"2015"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	159	2688052	5.92
	"Utah"	"49"	"2015"	"2015"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	283	2688052	10.53
	"Utah"	"49"	"2015"	"2015"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	106	2688052	3.94
	"Utah"	"49"	"2015"	"2015"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	65	2688052	2.42
	"Utah"	"49"	"2015"	"2015"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	576	2688052	21.43
	"Utah"	"49"	"2016"	"2016"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	188	2730053	6.89
	"Utah"	"49"	"2016"	"2016"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	310	2730053	11.36
	"Utah"	"49"	"2016"	"2016"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	123	2730053	4.51
	"Utah"	"49"	"2016"	"2016"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	85	2730053	3.11
	"Utah"	"49"	"2016"	"2016"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	548	2730053	20.07
	"Vermont"	"50"	"1999"	"1999"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	41	528060	7.76
	"Vermont"	"50"	"1999"	"1999"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	157	528060	29.73
	"Vermont"	"50"	"1999"	"1999"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	22	528060	4.17
	"Vermont"	"50"	"1999"	"1999"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	528060	Suppressed
	"Vermont"	"50"	"1999"	"1999"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	47	528060	8.90
	"Vermont"	"50"	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	32	531317	6.02
	"Vermont"	"50"	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	154	531317	28.98
	"Vermont"	"50"	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	32	531317	6.02
	"Vermont"	"50"	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	531317	Unreliable
	"Vermont"	"50"	"2000"	"2000"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	64	531317	12.05
	"Vermont"	"50"	"2001"	"2001"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	40	534118	7.49
	"Vermont"	"50"	"2001"	"2001"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	133	534118	24.90
	"Vermont"	"50"	"2001"	"2001"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	23	534118	4.31
	"Vermont"	"50"	"2001"	"2001"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	534118	Unreliable
	"Vermont"	"50"	"2001"	"2001"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	58	534118	10.86
	"Vermont"	"50"	"2002"	"2002"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	38	536725	7.08
	"Vermont"	"50"	"2002"	"2002"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	116	536725	21.61
	"Vermont"	"50"	"2002"	"2002"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	24	536725	4.47
	"Vermont"	"50"	"2002"	"2002"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	536725	Suppressed
	"Vermont"	"50"	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	70	536725	13.04
	"Vermont"	"50"	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	38	538445	7.06
	"Vermont"	"50"	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	148	538445	27.49
	"Vermont"	"50"	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	25	538445	4.64
	"Vermont"	"50"	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	538445	Suppressed
	"Vermont"	"50"	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	70	538445	13.00
	"Vermont"	"50"	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	32	539661	5.93
	"Vermont"	"50"	"2004"	"2004"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	127	539661	23.53
	"Vermont"	"50"	"2004"	"2004"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	27	539661	5.00
	"Vermont"	"50"	"2004"	"2004"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	539661	Suppressed
	"Vermont"	"50"	"2004"	"2004"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	76	539661	14.08
	"Vermont"	"50"	"2005"	"2005"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	25	540029	4.63
	"Vermont"	"50"	"2005"	"2005"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	130	540029	24.07
	"Vermont"	"50"	"2005"	"2005"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	20	540029	3.70
	"Vermont"	"50"	"2005"	"2005"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	540029	Suppressed
	"Vermont"	"50"	"2005"	"2005"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	68	540029	12.59
	"Vermont"	"50"	"2006"	"2006"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	43	540005	7.96
	"Vermont"	"50"	"2006"	"2006"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	147	540005	27.22
	"Vermont"	"50"	"2006"	"2006"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	20	540005	3.70
	"Vermont"	"50"	"2006"	"2006"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	540005	Suppressed
	"Vermont"	"50"	"2006"	"2006"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	68	540005	12.59
	"Vermont"	"50"	"2007"	"2007"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	25	538795	4.64
	"Vermont"	"50"	"2007"	"2007"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	140	538795	25.98
	"Vermont"	"50"	"2007"	"2007"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	16	538795	Unreliable
	"Vermont"	"50"	"2007"	"2007"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	Suppressed	538795	Suppressed
	"Vermont"	"50"	"2007"	"2007"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	74	538795	13.73
